Time,V1,V2,V3,V4,V5,V6,V7,V8,V9,V10,V11,V12,V13,V14,V15,V16,V17,V18,V19,V20,V21,V22,V23,V24,V25,V26,V27,V28,Amount,is_Fraud,hour
88409.0,1.71963929665357,-0.900221739446823,-0.599779213631863,0.222741691641887,-0.70625824727723,-0.191251985621163,-0.498235800492079,0.0210493455349854,0.817622158574395,0.162908152267975,0.56206416524659,0.834556160923142,0.239902419497908,0.114021649063267,0.214869646786061,0.857512259643948,-1.03163940089856,0.701830401319903,0.0120205203279744,0.133542397635627,0.290777579572824,0.627577424771376,0.0055253584950653,-0.344608730587308,-0.379917172325351,0.6410211377619,-0.0665189817571064,-0.0375281971530993,200.46,0,0
472.0,-3.0435406239976,-3.15730712090228,1.08846277997285,2.2886436183814,1.35980512966107,-1.06482252298131,0.325574266158614,-0.0677936531906277,-0.270952836226548,-0.838586564582682,-0.414575448285725,-0.503140859566824,0.676501544635863,-1.69202893305906,2.00063483909015,0.666779695901966,0.599717413841732,1.72532100745514,0.283344830149495,2.10233879259444,0.661695924845707,0.435477208966341,1.37596574254306,-0.293803152734021,0.279798031841214,-0.145361714815161,-0.252773122530705,0.0357642251788156,706.96,1,0
72909.0,-6.81880263534893,5.61014558386337,-2.5964109046103,-2.75440632791823,-1.80582059494657,-0.638069855740358,-0.925023299979389,1.87824263335859,3.91565382150754,6.1053471175796,0.272213846123687,0.881925557662982,0.206767559067052,-0.746174408042506,0.176368798965218,0.964969508625205,-1.12396824760821,0.245355351893138,-0.673312358520545,2.55278418918467,-0.869306168662524,-0.681761556555144,0.185473620976495,-0.909038088700514,0.906562805514112,0.637410831682662,-0.112643627154137,-1.18357946404213,1.95,0,20
116260.0,-0.429971698603113,1.25397161852145,-2.03843220530542,-1.45013785497042,3.75648715129269,2.87911171356259,0.638267612915818,0.77325718828122,-0.469924603064621,-1.88546806815857,0.713855626090923,-0.723869855451198,-0.479036355714391,-2.41775899228727,1.10754377107804,0.648630239695837,1.61761098653877,1.33266956695843,-0.887660235647326,-0.0025230192581511,0.198470619084623,0.495190013152913,-0.407864131230681,0.484234029735419,0.162099927022067,-0.126987594237874,0.0422167562240056,0.21669395041428,1.34,0,8
27508.0,1.11425139190391,0.207518919862093,1.5229616165174,2.90305538496846,-0.726809407073544,0.413893029349261,-0.535108011147943,0.143075997847126,0.296871101366555,0.352714450561838,-1.17500554374407,0.89885262305232,0.949447426068608,-0.937735002914758,-1.60454370838384,-0.0205588582800087,-0.0574402055289244,-0.441877229544452,-0.57344878448299,-0.119524023565027,0.0330968423635818,0.510371975444159,-0.141315867637499,0.470806936733429,0.653705889206328,0.20932513784014,0.0557710521157554,0.0292746897829321,0.0,0,7
110547.0,-1.53281036094493,2.23275183861699,-5.92310007493809,3.38670841159996,-0.15344334000728,-1.41974768064009,-3.8785763388613,1.44465586239817,-1.46554214173397,-5.20833459337633,4.54630106888309,-7.76119403219115,1.15954032168956,-5.23161145654992,-0.171642119460071,-4.71982949844975,-4.84799196061678,-1.13432874514983,3.52773827223549,0.520839865969216,0.632504705856676,-0.070837950713368,-0.490291315112446,-0.359983126080465,0.0506775325943162,1.09567132878655,0.471741401676933,-0.106667140739625,1.02,1,6
102489.0,-2.29698749921502,4.06404334190313,-5.95770634516933,4.68000806392241,-2.08093759960382,-1.46327216002463,-4.49084686931735,1.02924628254192,-1.59324925133839,-8.99381088354112,7.86446740028511,-10.6498396512844,1.82659101647783,-12.9136317373077,-0.766330314740752,-7.95409770929125,-7.80963509977466,-1.71851117214548,3.83298514230067,1.26495379665956,1.08908418394041,0.975397809530551,-0.62553033358642,-0.535180928107126,0.247435028956319,0.160399507909509,0.969581605226584,0.335041293733825,138.99,1,4
34256.0,0.539275913891047,1.5548897630737,-2.06618033324968,3.24161746276725,0.184735711234243,0.0283295594064726,-1.51552137985061,0.537035374444064,-1.99984603560986,-2.13317644293659,2.75617194535395,-2.24286436771513,0.615204246860345,-4.65280380668112,0.222163815521883,-0.775666019840941,-3.21861825150599,-0.370992501046414,-0.686196723569762,0.302734578907132,0.371773459120687,0.111954592156869,-0.305225078771695,-1.05383526243402,0.77117490696746,0.240878213732036,0.418434531995645,0.232169715166482,25.42,1,9
73977.0,-0.473196611063878,0.993193306202039,1.66543056154751,-0.0980715432028818,-0.132262970480716,-0.682412114799875,0.619582965759251,0.0685481500050334,-0.663892285074688,-0.145790833719313,1.47413597698145,0.680333098167553,-0.135282064374252,0.360420591825495,0.137804864722876,0.338350942068515,-0.567396244251743,0.0833827264455628,0.225747290651524,0.105342338693347,-0.161574780697859,-0.448384374618429,-0.000753496557998,0.514655449445329,-0.251675205625408,0.041144263668644,0.260318888353743,0.112966472203784,8.74,0,20
29526.0,1.10280432542075,2.82916799881581,-3.93287026485548,4.70769143992869,2.93796685530025,-1.80090371765217,1.672734122106,-0.300240348680253,-2.78301108805298,-1.88484243991678,3.79256535985687,-1.46047112296734,-1.31277627644381,-7.07736060637589,-0.299466316598551,2.4932276042067,6.24498710234308,2.97174936407353,-2.67995024218857,-0.0308799718381793,-0.106994395673876,-0.250050303584088,-0.52162653336055,-0.448949514169716,1.29164648168516,0.516326673768638,0.0091462814112417,0.15331763551135,0.91,1,8
67413.0,1.12799957570565,-0.0665354740280732,1.4121075054062,1.42793496121984,-1.1988522249325,-0.408813873103591,-0.59138849954458,0.101830624076341,0.958864639540519,-0.185040900176266,-0.597981732141171,0.276455103575694,-0.615457064501695,-0.221948825372855,0.218568479479093,0.0098370747688838,-0.0948794758582036,-0.0972583915367593,-0.331142460480729,-0.181788943104108,-0.0472255483540372,0.0391975080036307,0.0421145760722673,0.693265271917775,0.35074181044222,-0.426974737521632,0.069010533988118,0.04036431991064,13.35,0,18
59385.0,-7.62692409246447,-6.97642000754641,-2.07791115073952,3.41675415987856,4.45875840248762,-5.08040779918275,-6.57894786782983,1.76034141396682,-0.599508728352202,-4.00174208524931,2.61176184321338,-2.21069105518154,0.145323220628924,-5.28167813117348,-1.44622731547596,-2.34217826208892,-4.44208205885268,-0.812202197039381,0.254771833248553,2.87526030369363,1.22479498325958,-0.656639147267532,-0.330810728527997,-0.0789460153087798,0.270305924800976,0.431119110160139,0.821381426988655,-1.05608777393768,25.36,1,16
41138.0,-4.59561704249556,5.08369023030901,-7.58101461744265,7.54603279503791,-6.94916456384443,-1.72918492987346,-8.19019171984817,2.71466961013434,-7.08316933143187,-11.1412776902967,7.38185937432083,-14.4686550955305,0.299659909360646,-13.602211465597,0.516112699650764,-13.5632729563133,-23.8156358284126,-9.17055721888169,3.66952343976659,1.68216030642087,2.24897122592187,0.566843572297808,0.0337440528595468,0.591783408003629,0.334228764687698,0.386801106292112,2.16389776726335,0.983103834042297,454.52,1,11
